time,rna_copies,label,filename,virus
2024-09-30,0.0,start,RSV-MER.csv,RSV
2024-10-07,0.0,start,RSV-MER.csv,RSV
2024-10-14,132648946294.339,start,RSV-MER.csv,RSV
2024-10-21,0.0,start,RSV-MER.csv,RSV
2024-10-28,0.0,start,RSV-MER.csv,RSV
2024-11-04,88494629638.1942,start,RSV-MER.csv,RSV
2024-11-11,76721588282.4657,on going,RSV-MER.csv,RSV
2024-11-25,158501807335.493,on going,RSV-MER.csv,RSV
2024-12-02,644698237987.865,on going,RSV-MER.csv,RSV
2024-12-09,1055702119544.42,on going,RSV-MER.csv,RSV
2024-12-16,640922540086.892,on going,RSV-MER.csv,RSV
2025-01-13,934411003355.458,on going,RSV-MER.csv,RSV
2025-01-20,859781176843.422,on going,RSV-MER.csv,RSV
2025-01-27,205930891026.973,on going,RSV-MER.csv,RSV
2025-02-03,242243127207.219,on going,RSV-MER.csv,RSV
2025-02-10,730483882531.195,on going,RSV-MER.csv,RSV
2025-02-17,551051561791.666,on going,RSV-MER.csv,RSV
2025-02-24,673571078596.371,on going,RSV-MER.csv,RSV
2025-03-03,164368561418.682,on going,RSV-MER.csv,RSV
2025-03-10,1063711622450.37,on going,RSV-MER.csv,RSV
2025-03-17,383387962057.518,on going,RSV-MER.csv,RSV
2025-03-24,574398498965.786,on going,RSV-MER.csv,RSV
2025-03-31,401842815046.345,on going,RSV-MER.csv,RSV
2025-04-07,391356976185.502,on going,RSV-MER.csv,RSV
2025-04-14,251411087655.63,on going,RSV-MER.csv,RSV
2025-04-21,293966706564.362,on going,RSV-MER.csv,RSV
2025-04-28,0.0,end,RSV-MER.csv,RSV
2025-05-05,215144379164.844,end,RSV-MER.csv,RSV
2025-05-12,0.0,end,RSV-MER.csv,RSV
2025-05-19,334593897476.424,end,RSV-MER.csv,RSV
2025-05-26,0.0,end,RSV-MER.csv,RSV
2025-06-02,0.0,end,RSV-MER.csv,RSV
2025-06-09,0.0,end,RSV-MER.csv,RSV
2025-06-16,0.0,end,RSV-MER.csv,RSV
2025-06-23,0.0,none,RSV-MER.csv,RSV
2024-09-30,0.0,start,RSV-MER.csv,RSV
2024-10-07,0.0,start,RSV-MER.csv,RSV
2024-10-14,132648946294.339,start,RSV-MER.csv,RSV
