target,sample,sampling_date,city,inhabitants,flow,copies_l,copies_day_inhabitant,pmmov_normalised
Influenza A virus,w35y23gav,2023-08-28,Gavle,89000,NA,NA,NA,NA
Influenza A virus,w35y23got,2023-08-28,Goteborg,800000,NA,NA,NA,NA
Influenza A virus,w35y23hel,2023-08-28,Helsingborg,149000,NA,NA,NA,NA
Influenza A virus,w35y23jon,2023-08-28,Jonkoping,71000,NA,NA,NA,NA
Influenza A virus,w35y23kal,2023-08-28,Kalmar,66000,NA,NA,NA,NA
Influenza A virus,w35y23ksd,2023-08-28,Karlstad,70000,NA,NA,NA,NA
Influenza A virus,w35y23lin,2023-08-28,Linkoping,154000,NA,NA,NA,NA
Influenza A virus,w35y23lul,2023-08-28,Lulea,70000,NA,NA,NA,NA
Influenza A virus,w35y23mal,2023-08-28,Malmo,356000,NA,NA,NA,NA
Influenza A virus,w35y23ohm,2023-08-28,Osthammar,4500,NA,NA,NA,NA
Influenza A virus,w35y23ore,2023-08-28,Orebro,137000,NA,NA,NA,NA
Influenza A virus,w35y23osd,2023-08-28,Ostersund,54000,NA,NA,NA,NA
Influenza A virus,w35y23stb,2023-08-28,Stockholm-Bromma,375000,NA,NA,NA,NA
Influenza A virus,w35y23stg,2023-08-28,Stockholm-Grodinge,345000,NA,NA,NA,NA
Influenza A virus,w35y23sth,2023-08-28,Stockholm-Henriksdal,875000,NA,NA,NA,NA
Influenza A virus,w35y23stk,2023-08-28,Stockholm-Kappala,500000,NA,NA,NA,NA
Influenza A virus,w35y23ume,2023-08-28,Umea,109000,NA,NA,NA,NA
Influenza A virus,w35y23upc,2023-08-28,Uppsala,191000,NA,NA,NA,NA
Influenza A virus,w35y23vas,2023-08-28,Vasteras,145000,NA,NA,NA,NA
Influenza B virus,w35y23gav,2023-08-28,Gavle,89000,NA,NA,NA,NA
Influenza B virus,w35y23got,2023-08-28,Goteborg,800000,NA,NA,NA,NA
Influenza B virus,w35y23hel,2023-08-28,Helsingborg,149000,NA,NA,NA,NA
Influenza B virus,w35y23jon,2023-08-28,Jonkoping,71000,NA,NA,NA,NA
Influenza B virus,w35y23kal,2023-08-28,Kalmar,66000,NA,NA,NA,NA
Influenza B virus,w35y23ksd,2023-08-28,Karlstad,70000,NA,NA,NA,NA
Influenza B virus,w35y23lin,2023-08-28,Linkoping,154000,NA,NA,NA,NA
Influenza B virus,w35y23lul,2023-08-28,Lulea,70000,NA,NA,NA,NA
Influenza B virus,w35y23mal,2023-08-28,Malmo,356000,NA,NA,NA,NA
Influenza B virus,w35y23ohm,2023-08-28,Osthammar,4500,NA,NA,NA,NA
Influenza B virus,w35y23ore,2023-08-28,Orebro,137000,NA,NA,NA,NA
Influenza B virus,w35y23osd,2023-08-28,Ostersund,54000,NA,NA,NA,NA
Influenza B virus,w35y23stb,2023-08-28,Stockholm-Bromma,375000,NA,NA,NA,NA
Influenza B virus,w35y23stg,2023-08-28,Stockholm-Grodinge,345000,NA,NA,NA,NA
Influenza B virus,w35y23sth,2023-08-28,Stockholm-Henriksdal,875000,NA,NA,NA,NA
Influenza B virus,w35y23stk,2023-08-28,Stockholm-Kappala,500000,NA,NA,NA,NA
Influenza B virus,w35y23ume,2023-08-28,Umea,109000,NA,NA,NA,NA
Influenza B virus,w35y23upc,2023-08-28,Uppsala,191000,NA,NA,NA,NA
Influenza B virus,w35y23vas,2023-08-28,Vasteras,145000,NA,NA,NA,NA
RSV,w35y23gav,2023-08-28,Gavle,89000,NA,NA,NA,NA
RSV,w35y23got,2023-08-28,Goteborg,800000,NA,0.3094852973048381,47.499803430346546,0.06080648241114103
RSV,w35y23hel,2023-08-28,Helsingborg,149000,NA,NA,NA,NA
RSV,w35y23jon,2023-08-28,Jonkoping,71000,NA,0.15627100221517518,62.3345218836053,0.04797663133718256
RSV,w35y23kal,2023-08-28,Kalmar,66000,NA,0.3896830179702789,105.5332464121328,0.04252367852584342
RSV,w35y23ksd,2023-08-28,Karlstad,70000,NA,NA,NA,NA
RSV,w35y23lin,2023-08-28,Linkoping,154000,NA,0.02248925380217903,7.495785119558751,0.01134753663220102
RSV,w35y23lul,2023-08-28,Lulea,70000,NA,NA,NA,NA
RSV,w35y23mal,2023-08-28,Malmo,356000,NA,0.2931932233394253,93.2074434219554,0.04817919082033477
RSV,w35y23ohm,2023-08-28,Osthammar,4500,NA,NA,NA,NA
RSV,w35y23ore,2023-08-28,Orebro,137000,NA,0.3269394829460619,158.12416160588367,0.2806069819751676
RSV,w35y23osd,2023-08-28,Ostersund,54000,NA,0.3495939004105499,127.77009663893728,0.06098078287770706
RSV,w35y23stb,2023-08-28,Stockholm-Bromma,375000,NA,0.13508910345729566,78.43381418013352,0.00960566710836404
RSV,w35y23stg,2023-08-28,Stockholm-Grodinge,345000,NA,0.18076522436194417,53.48135646687643,0.0211351512615208
RSV,w35y23sth,2023-08-28,Stockholm-Henriksdal,875000,NA,0.1371403818628447,43.3557954199172,0.01429881892609068
RSV,w35y23stk,2023-08-28,Stockholm-Kappala,500000,NA,0.27217977648310054,97.82794398266194,0.03831473419141369
RSV,w35y23ume,2023-08-28,Umea,109000,NA,NA,NA,NA
RSV,w35y23upc,2023-08-28,Uppsala,191000,NA,0.39824627141647023,131.43377992151107,0.11620522765006344
RSV,w35y23vas,2023-08-28,Vasteras,145000,NA,NA,NA,NA
SARS CoV-2,w35y23gav,2023-08-28,Gavle,89000,NA,NA,NA,NA
SARS CoV-2,w35y23got,2023-08-28,Goteborg,800000,NA,304763.8587644066,46775157.04316112,6.1222816
SARS CoV-2,w35y23hel,2023-08-28,Helsingborg,149000,NA,373558.9940733931,189925916.7518785,10.4760916
SARS CoV-2,w35y23jon,2023-08-28,Jonkoping,71000,NA,354213.7289141484,141291366.43067038,9.17367455
SARS CoV-2,w35y23kal,2023-08-28,Kalmar,66000,NA,352297.9747525764,95408696.98072045,4.31279107
SARS CoV-2,w35y23ksd,2023-08-28,Karlstad,70000,NA,222043.46605266765,108547534.4046041,5.14629261
SARS CoV-2,w35y23lin,2023-08-28,Linkoping,154000,NA,301756.65795504476,100577061.66347072,7.46006773
SARS CoV-2,w35y23lul,2023-08-28,Lulea,70000,NA,135361.90130013364,65356593.43059882,1.54025121
SARS CoV-2,w35y23mal,2023-08-28,Malmo,356000,NA,509876.16022371285,162091922.9133665,9.06835626
SARS CoV-2,w35y23ohm,2023-08-28,Osthammar,4500,NA,475582.7955091194,385644804.62506145,28.3387463
SARS CoV-2,w35y23ore,2023-08-28,Orebro,137000,NA,194708.105723101,94170504.27162534,12.3096777
SARS CoV-2,w35y23osd,2023-08-28,Ostersund,54000,NA,813544.4709111189,297335438.4796637,15.5925195
SARS CoV-2,w35y23stb,2023-08-28,Stockholm-Bromma,375000,NA,579593.3721176223,336516548.5984685,5.15714634
SARS CoV-2,w35y23stg,2023-08-28,Stockholm-Grodinge,345000,NA,532838.2406242612,157645985.20869446,5.48081505
SARS CoV-2,w35y23sth,2023-08-28,Stockholm-Henriksdal,875000,NA,382753.3008488213,121004284.6788621,3.92976347
SARS CoV-2,w35y23stk,2023-08-28,Stockholm-Kappala,500000,NA,542387.2159009685,194946982.6879897,8.43198369
SARS CoV-2,w35y23ume,2023-08-28,Umea,109000,NA,258456.06436414257,73885238.21639158,2.48817321
SARS CoV-2,w35y23upc,2023-08-28,Uppsala,191000,NA,416413.4145789321,137429507.8607202,10.8812086
SARS CoV-2,w35y23vas,2023-08-28,Vasteras,145000,NA,161344.18364838645,108663638.6094264,4.69582728
Influenza A virus,w36y23gav,2023-09-04,Gavle,89000,NA,0,0,0
Influenza A virus,w36y23got,2023-09-04,Goteborg,800000,NA,NA,NA,NA
Influenza A virus,w36y23hel,2023-09-04,Helsingborg,149000,NA,0,0,0
Influenza A virus,w36y23jon,2023-09-04,Jonkoping,71000,NA,NA,NA,NA
Influenza A virus,w36y23kal,2023-09-04,Kalmar,66000,NA,NA,NA,NA
Influenza A virus,w36y23ksd,2023-09-04,Karlstad,70000,NA,NA,NA,NA
Influenza A virus,w36y23lin,2023-09-04,Linkoping,154000,NA,0,0,0
Influenza A virus,w36y23lul,2023-09-04,Lulea,70000,NA,0,0,0
Influenza A virus,w36y23mal,2023-09-04,Malmo,356000,NA,NA,NA,NA
Influenza A virus,w36y23ohm,2023-09-04,Osthammar,4500,NA,0,0,0
Influenza A virus,w36y23ore,2023-09-04,Orebro,137000,NA,0,0,0
Influenza A virus,w36y23osd,2023-09-04,Ostersund,54000,NA,NA,NA,NA
Influenza A virus,w36y23stb,2023-09-04,Stockholm-Bromma,375000,NA,0,0,0
Influenza A virus,w36y23stg,2023-09-04,Stockholm-Grodinge,345000,NA,0,0,0
Influenza A virus,w36y23sth,2023-09-04,Stockholm-Henriksdal,875000,NA,NA,NA,NA
Influenza A virus,w36y23stk,2023-09-04,Stockholm-Kappala,500000,NA,0,0,0
Influenza A virus,w36y23ume,2023-09-04,Umea,109000,NA,NA,NA,NA
Influenza A virus,w36y23upc,2023-09-04,Uppsala,191000,NA,NA,NA,NA
Influenza A virus,w36y23vas,2023-09-04,Vasteras,145000,NA,0,0,0
Influenza B virus,w36y23gav,2023-09-04,Gavle,89000,NA,0,0,0
Influenza B virus,w36y23got,2023-09-04,Goteborg,800000,NA,0,0,0
Influenza B virus,w36y23hel,2023-09-04,Helsingborg,149000,NA,0,0,0
Influenza B virus,w36y23jon,2023-09-04,Jonkoping,71000,NA,0,0,0
Influenza B virus,w36y23kal,2023-09-04,Kalmar,66000,NA,0,0,0
Influenza B virus,w36y23ksd,2023-09-04,Karlstad,70000,NA,0,0,0
Influenza B virus,w36y23lin,2023-09-04,Linkoping,154000,NA,0,0,0
Influenza B virus,w36y23lul,2023-09-04,Lulea,70000,NA,0,0,0
Influenza B virus,w36y23mal,2023-09-04,Malmo,356000,NA,0,0,0
Influenza B virus,w36y23ohm,2023-09-04,Osthammar,4500,NA,0,0,0
Influenza B virus,w36y23ore,2023-09-04,Orebro,137000,NA,0,0,0
Influenza B virus,w36y23osd,2023-09-04,Ostersund,54000,NA,0,0,0
Influenza B virus,w36y23stb,2023-09-04,Stockholm-Bromma,375000,NA,0,0,0
Influenza B virus,w36y23stg,2023-09-04,Stockholm-Grodinge,345000,NA,0,0,0
Influenza B virus,w36y23sth,2023-09-04,Stockholm-Henriksdal,875000,NA,NA,NA,NA
Influenza B virus,w36y23stk,2023-09-04,Stockholm-Kappala,500000,NA,NA,NA,NA
Influenza B virus,w36y23ume,2023-09-04,Umea,109000,NA,0,0,0
Influenza B virus,w36y23upc,2023-09-04,Uppsala,191000,NA,0,0,0
Influenza B virus,w36y23vas,2023-09-04,Vasteras,145000,NA,0,0,0
RSV,w36y23gav,2023-09-04,Gavle,89000,NA,NA,NA,NA
RSV,w36y23got,2023-09-04,Goteborg,800000,NA,NA,NA,NA
RSV,w36y23hel,2023-09-04,Helsingborg,149000,NA,NA,NA,NA
RSV,w36y23jon,2023-09-04,Jonkoping,71000,NA,NA,NA,NA
RSV,w36y23kal,2023-09-04,Kalmar,66000,NA,0.27528174184115783,57.53388404480199,0.03251437436652293
RSV,w36y23ksd,2023-09-04,Karlstad,70000,NA,NA,NA,NA
RSV,w36y23lin,2023-09-04,Linkoping,154000,NA,0.6381511814237739,199.12388779841953,0.08603411938932848
RSV,w36y23lul,2023-09-04,Lulea,70000,NA,NA,NA,NA
RSV,w36y23mal,2023-09-04,Malmo,356000,NA,0.4283585533425897,113.43680510217035,0.02357204730290367
RSV,w36y23ohm,2023-09-04,Osthammar,4500,NA,NA,NA,NA
RSV,w36y23ore,2023-09-04,Orebro,137000,NA,NA,NA,NA
RSV,w36y23osd,2023-09-04,Ostersund,54000,NA,NA,NA,NA
RSV,w36y23stb,2023-09-04,Stockholm-Bromma,375000,NA,0.3769852591655424,127.21794820501616,0.0667775522389465
RSV,w36y23stg,2023-09-04,Stockholm-Grodinge,345000,NA,0.22611678764993257,78.50774867205658,0.02382687330833742
RSV,w36y23sth,2023-09-04,Stockholm-Henriksdal,875000,NA,0.13684352042088832,49.07443231185206,0.00897457682858006
RSV,w36y23stk,2023-09-04,Stockholm-Kappala,500000,NA,0.2844543570296074,80.76740122627267,0.04477434974300951
RSV,w36y23stk,2023-09-04,Stockholm-Kappala,500000,NA,0.2844543570296074,80.6120891473345,0.04477434974300951
RSV,w36y23ume,2023-09-04,Umea,109000,NA,NA,NA,NA
RSV,w36y23upc,2023-09-04,Uppsala,191000,NA,0.6925937350171066,228.8242673011492,0.12346066026887968
RSV,w36y23vas,2023-09-04,Vasteras,145000,NA,0.19978721933866064,120.1368774384586,0.05276643237865594
SARS CoV-2,w36y23gav,2023-09-04,Gavle,89000,NA,240535.77641230277,157359045.4587631,7.897046628
SARS CoV-2,w36y23got,2023-09-04,Goteborg,800000,NA,429063.11672358954,158942140.9590865,3.72081778
SARS CoV-2,w36y23hel,2023-09-04,Helsingborg,149000,NA,488081.2530432314,185031930.5999998,7.238348167
SARS CoV-2,w36y23jon,2023-09-04,Jonkoping,71000,NA,272661.12478458293,107217266.80085592,5.85999951
SARS CoV-2,w36y23kal,2023-09-04,Kalmar,66000,NA,581617.7797125486,121558115.95992266,4.839362779
SARS CoV-2,w36y23ksd,2023-09-04,Karlstad,70000,NA,866404.3180898058,319208105.1933727,8.920820132
SARS CoV-2,w36y23lin,2023-09-04,Linkoping,154000,NA,444355.98051179183,138653493.06190345,6.272421158
SARS CoV-2,w36y23lul,2023-09-04,Lulea,70000,NA,213381.01591069804,104928590.42397211,5.59411675
SARS CoV-2,w36y23mal,2023-09-04,Malmo,356000,NA,833511.682224282,220728409.6676803,4.80989411
SARS CoV-2,w36y23ohm,2023-09-04,Osthammar,4500,NA,238811.64561186975,158252517.15879905,8.987400952
SARS CoV-2,w36y23ore,2023-09-04,Orebro,137000,NA,108904.0668633295,42424890.86493354,2.603084116
SARS CoV-2,w36y23osd,2023-09-04,Ostersund,54000,NA,NA,NA,NA
SARS CoV-2,w36y23stb,2023-09-04,Stockholm-Bromma,375000,NA,542008.8485211381,182907028.70040795,5.561793315
SARS CoV-2,w36y23stg,2023-09-04,Stockholm-Grodinge,345000,NA,475781.16362115747,165191220.00926587,4.06128604
SARS CoV-2,w36y23sth,2023-09-04,Stockholm-Henriksdal,875000,NA,730493.1052044156,261967350.26524985,3.234516875
SARS CoV-2,w36y23stk,2023-09-04,Stockholm-Kappala,500000,NA,632510.09460463,179593651.24184945,7.850591637
SARS CoV-2,w36y23stk,2023-09-04,Stockholm-Kappala,500000,NA,632510.09460463,179248300.7301953,7.850591637
SARS CoV-2,w36y23ume,2023-09-04,Umea,109000,NA,300033.5199806831,90780784.3024122,4.194786396
SARS CoV-2,w36y23upc,2023-09-04,Uppsala,191000,NA,571362.406349174,188770959.63486007,9.530676559
SARS CoV-2,w36y23vas,2023-09-04,Vasteras,145000,NA,243382.59443032244,146351828.78323224,4.729806685
Influenza A virus,w37y23gav,2023-09-11,Gavle,89000,NA,NA,NA,NA
Influenza A virus,w37y23got,2023-09-11,Goteborg,800000,NA,NA,NA,NA
Influenza A virus,w37y23hel,2023-09-11,Helsingborg,149000,NA,NA,NA,NA
Influenza A virus,w37y23jon,2023-09-11,Jonkoping,71000,NA,NA,NA,NA
Influenza A virus,w37y23kal,2023-09-11,Kalmar,66000,NA,NA,NA,NA
Influenza A virus,w37y23ksd,2023-09-11,Karlstad,70000,NA,NA,NA,NA
Influenza A virus,w37y23lin,2023-09-11,Linkoping,154000,NA,NA,NA,NA
Influenza A virus,w37y23lul,2023-09-11,Lulea,70000,NA,NA,NA,NA
Influenza A virus,w37y23mal,2023-09-11,Malmo,356000,NA,NA,NA,0.039264
Influenza A virus,w37y23ohm,2023-09-11,Osthammar,4500,NA,NA,NA,NA
Influenza A virus,w37y23ore,2023-09-11,Orebro,137000,NA,NA,NA,NA
Influenza A virus,w37y23osd,2023-09-11,Ostersund,54000,NA,NA,NA,NA
Influenza A virus,w37y23stb,2023-09-11,Stockholm-Bromma,375000,NA,NA,NA,NA
Influenza A virus,w37y23stg,2023-09-11,Stockholm-Grodinge,345000,NA,NA,NA,NA
Influenza A virus,w37y23sth,2023-09-11,Stockholm-Henriksdal,875000,NA,NA,NA,NA
Influenza A virus,w37y23stk,2023-09-11,Stockholm-Kappala,500000,NA,NA,NA,NA
Influenza A virus,w37y23ume,2023-09-11,Umea,109000,NA,NA,NA,NA
Influenza A virus,w37y23upc,2023-09-11,Uppsala,191000,NA,NA,NA,NA
Influenza A virus,w37y23vas,2023-09-11,Vasteras,145000,NA,NA,NA,NA
Influenza B virus,w37y23gav,2023-09-11,Gavle,89000,NA,NA,NA,NA
Influenza B virus,w37y23got,2023-09-11,Goteborg,800000,NA,NA,NA,NA
Influenza B virus,w37y23hel,2023-09-11,Helsingborg,149000,NA,NA,NA,NA
Influenza B virus,w37y23jon,2023-09-11,Jonkoping,71000,NA,NA,NA,NA
Influenza B virus,w37y23kal,2023-09-11,Kalmar,66000,NA,NA,NA,NA
Influenza B virus,w37y23ksd,2023-09-11,Karlstad,70000,NA,NA,NA,NA
Influenza B virus,w37y23lin,2023-09-11,Linkoping,154000,NA,NA,NA,NA
Influenza B virus,w37y23lul,2023-09-11,Lulea,70000,NA,NA,NA,NA
Influenza B virus,w37y23mal,2023-09-11,Malmo,356000,NA,NA,NA,NA
Influenza B virus,w37y23ohm,2023-09-11,Osthammar,4500,NA,NA,NA,NA
Influenza B virus,w37y23ore,2023-09-11,Orebro,137000,NA,NA,NA,NA
Influenza B virus,w37y23osd,2023-09-11,Ostersund,54000,NA,NA,NA,NA
Influenza B virus,w37y23stb,2023-09-11,Stockholm-Bromma,375000,NA,NA,NA,NA
Influenza B virus,w37y23stg,2023-09-11,Stockholm-Grodinge,345000,NA,NA,NA,NA
Influenza B virus,w37y23sth,2023-09-11,Stockholm-Henriksdal,875000,NA,NA,NA,NA
Influenza B virus,w37y23stk,2023-09-11,Stockholm-Kappala,500000,NA,NA,NA,NA
Influenza B virus,w37y23ume,2023-09-11,Umea,109000,NA,NA,NA,NA
Influenza B virus,w37y23upc,2023-09-11,Uppsala,191000,NA,NA,NA,NA
Influenza B virus,w37y23vas,2023-09-11,Vasteras,145000,NA,NA,NA,NA
RSV,w37y23gav,2023-09-11,Gavle,89000,NA,NA,NA,NA
RSV,w37y23got,2023-09-11,Goteborg,800000,NA,0.6152320047589415,233.8865989291592,0.03981208588504274
RSV,w37y23hel,2023-09-11,Helsingborg,149000,NA,1.304784191023313,447.7073593977039,0.13020480045824762
RSV,w37y23jon,2023-09-11,Jonkoping,71000,NA,NA,NA,NA
RSV,w37y23kal,2023-09-11,Kalmar,66000,NA,1.0100317402645451,190.48280410716353,0.06568978057439871
RSV,w37y23ksd,2023-09-11,Karlstad,70000,NA,1.115420325418323,379.880293685326,0.07709443865854777
RSV,w37y23lin,2023-09-11,Linkoping,154000,NA,1.1460717756114889,314.9018254105489,0.0896514340095242
RSV,w37y23lul,2023-09-11,Lulea,70000,NA,NA,NA,NA
RSV,w37y23mal,2023-09-11,Malmo,356000,NA,NA,NA,NA
RSV,w37y23ohm,2023-09-11,Osthammar,4500,NA,NA,NA,NA
RSV,w37y23ore,2023-09-11,Orebro,137000,NA,NA,NA,NA
RSV,w37y23osd,2023-09-11,Ostersund,54000,NA,1.1428907601747187,380.349812057405,0.08575034065993348
RSV,w37y23stb,2023-09-11,Stockholm-Bromma,375000,NA,0.8407837881533543,232.4823226496568,0.03233965788578105
RSV,w37y23stg,2023-09-11,Stockholm-Grodinge,345000,NA,0.8106413095600948,232.8443803251222,0.04007572349264783
RSV,w37y23sth,2023-09-11,Stockholm-Henriksdal,875000,NA,1.2116592924652854,374.7198299180298,0.06658544405156058
RSV,w37y23stk,2023-09-11,Stockholm-Kappala,500000,NA,0.7016906972387977,181.87822872429635,0.04016000207395968
RSV,w37y23ume,2023-09-11,Umea,109000,NA,0.4017924196910432,11.058506963973668,0.0604808491526818
RSV,w37y23upc,2023-09-11,Uppsala,191000,NA,1.3254326758021822,389.8645715143581,0.1600094945801835
RSV,w37y23vas,2023-09-11,Vasteras,145000,NA,1.0308045390425986,354.36927353238246,0.12413753659364782
SARS CoV-2,w37y23gav,2023-09-11,Gavle,89000,NA,372835.0107028768,179966202.91905153,6.88490848
SARS CoV-2,w37y23got,2023-09-11,Goteborg,800000,NA,613569.3220988266,233254513.4890899,2.973623916
SARS CoV-2,w37y23hel,2023-09-11,Helsingborg,149000,NA,550152.5193599606,188772467.81743184,5.196636165
SARS CoV-2,w37y23jon,2023-09-11,Jonkoping,71000,NA,393773.3536180284,148901788.70333558,3.909450531
SARS CoV-2,w37y23kal,2023-09-11,Kalmar,66000,NA,699425.9171129169,131905369.55006784,4.057877433
SARS CoV-2,w37y23ksd,2023-09-11,Karlstad,70000,NA,1115256.216704212,379824402.94612026,7.110476559
SARS CoV-2,w37y23lin,2023-09-11,Linkoping,154000,NA,553672.5413206916,152130518.91846585,3.932929889
SARS CoV-2,w37y23lul,2023-09-11,Lulea,70000,NA,467714.5479941513,180711538.07214025,5.189565876
SARS CoV-2,w37y23mal,2023-09-11,Malmo,356000,NA,557889.2174420208,139737145.0283358,2.143134318
SARS CoV-2,w37y23ohm,2023-09-11,Osthammar,4500,NA,501827.4980904296,132147907.8304798,6.543657648
SARS CoV-2,w37y23ore,2023-09-11,Orebro,137000,NA,342608.2416568712,113185759.25102185,1.452242019
SARS CoV-2,w37y23osd,2023-09-11,Ostersund,54000,NA,629182.5660165546,209389627.6645093,7.203955904
SARS CoV-2,w37y23stb,2023-09-11,Stockholm-Bromma,375000,NA,742577.3918527368,205327599.36322743,2.381481365
SARS CoV-2,w37y23stg,2023-09-11,Stockholm-Grodinge,345000,NA,791141.6406674343,227243397.16979733,3.212441067
SARS CoV-2,w37y23sth,2023-09-11,Stockholm-Henriksdal,875000,NA,709518.7064036848,219426971.460186,4.168503505
SARS CoV-2,w37y23stk,2023-09-11,Stockholm-Kappala,500000,NA,600234.3648973819,155580747.3814014,2.711401224
SARS CoV-2,w37y23ume,2023-09-11,Umea,109000,NA,307694.89680073457,8468666.884423887,3.79661193
SARS CoV-2,w37y23upc,2023-09-11,Uppsala,191000,NA,485948.41706239973,142937528.89519727,4.737408364
SARS CoV-2,w37y23vas,2023-09-11,Vasteras,145000,NA,397684.4528781441,136715686.94530845,4.233751379
Influenza A virus,w38y23gav,2023-09-18,Gavle,89000,NA,NA,NA,NA
Influenza A virus,w38y23got,2023-09-18,Goteborg,800000,NA,21288.325704870986,7679124.848261062,0.086175
Influenza A virus,w38y23hel,2023-09-18,Helsingborg,149000,NA,NA,NA,NA
Influenza A virus,w38y23jon,2023-09-18,Jonkoping,71000,NA,NA,NA,NA
Influenza A virus,w38y23kal,2023-09-18,Kalmar,66000,NA,37514.295534793106,7609149.6109738685,0.071534
Influenza A virus,w38y23ksd,2023-09-18,Karlstad,70000,NA,NA,NA,NA
Influenza A virus,w38y23lin,2023-09-18,Linkoping,154000,NA,NA,NA,NA
Influenza A virus,w38y23lul,2023-09-18,Lulea,70000,NA,NA,NA,NA
Influenza A virus,w38y23mal,2023-09-18,Malmo,356000,NA,12128.253806182687,3337927.1107364255,0.084437
Influenza A virus,w38y23ore,2023-09-18,Orebro,137000,NA,NA,NA,NA
Influenza A virus,w38y23stb,2023-09-18,Stockholm-Bromma,375000,NA,NA,NA,NA
Influenza A virus,w38y23stg,2023-09-18,Stockholm-Grodinge,345000,NA,NA,NA,NA
Influenza A virus,w38y23stk,2023-09-18,Stockholm-Kappala,500000,NA,NA,NA,NA
Influenza A virus,w38y23ume,2023-09-18,Umea,109000,NA,NA,NA,NA
Influenza A virus,w38y23upc,2023-09-18,Uppsala,191000,NA,NA,NA,NA
Influenza A virus,w38y23vas,2023-09-18,Vasteras,145000,NA,NA,NA,NA
Influenza B virus,w38y23gav,2023-09-18,Gavle,89000,NA,NA,NA,NA
Influenza B virus,w38y23got,2023-09-18,Goteborg,800000,NA,NA,NA,NA
Influenza B virus,w38y23hel,2023-09-18,Helsingborg,149000,NA,NA,NA,NA
Influenza B virus,w38y23jon,2023-09-18,Jonkoping,71000,NA,NA,NA,NA
Influenza B virus,w38y23kal,2023-09-18,Kalmar,66000,NA,NA,NA,NA
Influenza B virus,w38y23ksd,2023-09-18,Karlstad,70000,NA,NA,NA,NA
Influenza B virus,w38y23lin,2023-09-18,Linkoping,154000,NA,NA,NA,NA
Influenza B virus,w38y23lul,2023-09-18,Lulea,70000,NA,NA,NA,NA
Influenza B virus,w38y23mal,2023-09-18,Malmo,356000,NA,NA,NA,NA
Influenza B virus,w38y23ore,2023-09-18,Orebro,137000,NA,NA,NA,NA
Influenza B virus,w38y23stb,2023-09-18,Stockholm-Bromma,375000,NA,NA,NA,NA
Influenza B virus,w38y23stg,2023-09-18,Stockholm-Grodinge,345000,NA,NA,NA,NA
Influenza B virus,w38y23stk,2023-09-18,Stockholm-Kappala,500000,NA,NA,NA,NA
Influenza B virus,w38y23ume,2023-09-18,Umea,109000,NA,NA,NA,NA
Influenza B virus,w38y23upc,2023-09-18,Uppsala,191000,NA,NA,NA,NA
Influenza B virus,w38y23vas,2023-09-18,Vasteras,145000,NA,NA,NA,NA
RSV,w38y23gav,2023-09-18,Gavle,89000,NA,NA,NA,NA
RSV,w38y23got,2023-09-18,Goteborg,800000,NA,0.13614230048098577,49.10925062950118,0.01290839345007774
RSV,w38y23hel,2023-09-18,Helsingborg,149000,NA,0.0690824607286606,23.985986733802196,0.01074746628729445
RSV,w38y23jon,2023-09-18,Jonkoping,71000,NA,NA,NA,NA
RSV,w38y23kal,2023-09-18,Kalmar,66000,NA,NA,NA,NA
RSV,w38y23ksd,2023-09-18,Karlstad,70000,NA,NA,NA,NA
RSV,w38y23lin,2023-09-18,Linkoping,154000,NA,NA,NA,NA
RSV,w38y23lul,2023-09-18,Lulea,70000,NA,NA,NA,NA
RSV,w38y23mal,2023-09-18,Malmo,356000,NA,0.05192984049572807,14.29208402272597,0.00782928650681742
RSV,w38y23ore,2023-09-18,Orebro,137000,NA,0.38859749329854715,113.54421647256088,0.04058005391446595
RSV,w38y23stb,2023-09-18,Stockholm-Bromma,375000,NA,NA,NA,NA
RSV,w38y23stg,2023-09-18,Stockholm-Grodinge,345000,NA,0.2575371903730392,2.803796194322131,0.01386567971140156
RSV,w38y23stk,2023-09-18,Stockholm-Kappala,500000,NA,0.16695427057986498,41.54356505692896,0.01197706756455774
RSV,w38y23ume,2023-09-18,Umea,109000,NA,NA,NA,NA
RSV,w38y23upc,2023-09-18,Uppsala,191000,NA,0.08411994596616083,23.413972185335123,0.00878914492429128
RSV,w38y23vas,2023-09-18,Vasteras,145000,NA,NA,NA,NA
SARS CoV-2,w38y23gav,2023-09-18,Gavle,89000,NA,635025.5139543192,264227694.75007132,4.160942117
SARS CoV-2,w38y23got,2023-09-18,Goteborg,800000,NA,622746.6542436342,224637173.11876372,2.547006181
SARS CoV-2,w38y23hel,2023-09-18,Helsingborg,149000,NA,580208.095055372,201452923.42009807,3.320422254
SARS CoV-2,w38y23jon,2023-09-18,Jonkoping,71000,NA,514073.2801784215,190446049.1342679,5.80086017
SARS CoV-2,w38y23kal,2023-09-18,Kalmar,66000,NA,695129.1646890035,140995365.5710862,2.637366133
SARS CoV-2,w38y23ksd,2023-09-18,Karlstad,70000,NA,820759.6532604907,266746887.30965948,2.578795754
SARS CoV-2,w38y23lin,2023-09-18,Linkoping,154000,NA,674105.1266851405,174584473.19941652,2.91857635
SARS CoV-2,w38y23lul,2023-09-18,Lulea,70000,NA,556813.994006644,195950798.97656667,2.523315599
SARS CoV-2,w38y23mal,2023-09-18,Malmo,356000,NA,553406.2185078794,152307962.01394665,3.248774483
