target,sample,sampling_date,city,inhabitants,flow,copies_l,copies_day_inhabitant,pmmov_normalised
Influenza A virus,w23y24sth,2024-06-03,Stockholm-Henriksdal,875000,NA,0,0,0
Influenza A virus,w23y24stk,2024-06-03,Stockholm-Kappala,500000,NA,8089.669176094118,2166736.9921250483,0.036033743
Influenza A virus,w23y24ume,2024-06-03,Umea,109000,NA,0,0,0
Influenza A virus,w23y24upc,2024-06-03,Uppsala,191000,NA,0,0,0
Influenza A virus,w23y24vas,2024-06-03,Vasteras,145000,NA,0,0,0
Influenza B virus,w23y24gav,2024-06-03,Gavle,89000,NA,NA,NA,0.096302523
Influenza B virus,w23y24got,2024-06-03,Goteborg,800000,NA,0,0,0
Influenza B virus,w23y24hel,2024-06-03,Helsingborg,149000,NA,158392.93165106516,45678820.624471605,2.685492198
Influenza B virus,w23y24kal,2024-06-03,Kalmar,66000,NA,0,0,0
Influenza B virus,w23y24ksd,2024-06-03,Karlstad,70000,NA,104833.5985261596,31150554.99063028,0.579458344
Influenza B virus,w23y24lin,2024-06-03,Linkoping,154000,NA,10440.706257806234,2769160.0461045173,0.115515749
Influenza B virus,w23y24lul,2024-06-03,Lulea,70000,NA,0,0,0
Influenza B virus,w23y24mal,2024-06-03,Malmo,356000,NA,11558.406522890284,2894082.136621894,0.049345626
Influenza B virus,w23y24ohm,2024-06-03,Osthammar,4500,NA,0,0,0
Influenza B virus,w23y24ore,2024-06-03,Orebro,137000,NA,10578.50440150751,2820677.122533353,0.061093036
Influenza B virus,w23y24osd,2024-06-03,Ostersund,54000,NA,0,0,0
Influenza B virus,w23y24stb,2024-06-03,Stockholm-Bromma,375000,NA,250194.1078836265,85314189.23545358,1.813893927
Influenza B virus,w23y24stg,2024-06-03,Stockholm-Grodinge,345000,NA,NA,NA,NA
Influenza B virus,w23y24sth,2024-06-03,Stockholm-Henriksdal,875000,NA,38271.880732631864,11639550.543453865,0.252356806
Influenza B virus,w23y24stk,2024-06-03,Stockholm-Kappala,500000,NA,85212.93476170234,22823432.446574356,0.467173007
Influenza B virus,w23y24ume,2024-06-03,Umea,109000,NA,106827.13161324328,32273554.53233121,0.881642644
Influenza B virus,w23y24upc,2024-06-03,Uppsala,191000,NA,126893.64436461205,31734705.289866097,0.775819799
Influenza B virus,w23y24vas,2024-06-03,Vasteras,145000,NA,0,0,0
RSV,w23y24gav,2024-06-03,Gavle,89000,NA,0.6468882471588552,281.72346584131714,0.0294623737563252
RSV,w23y24got,2024-06-03,Goteborg,800000,NA,NA,NA,NA
RSV,w23y24hel,2024-06-03,Helsingborg,149000,NA,0.4590092542688378,132.37333997269772,0.017957286528848
RSV,w23y24kal,2024-06-03,Kalmar,66000,NA,NA,NA,NA
RSV,w23y24ksd,2024-06-03,Karlstad,70000,NA,0.9098856349853842,270.36601725279985,0.0139737413276031
RSV,w23y24lin,2024-06-03,Linkoping,154000,NA,0.2852170877888325,75.64735032944716,0.0115296184025063
RSV,w23y24lul,2024-06-03,Lulea,70000,NA,0.4367372562081473,163.93868777321828,0.0187325389056118
RSV,w23y24mal,2024-06-03,Malmo,356000,NA,NA,NA,NA
RSV,w23y24ohm,2024-06-03,Osthammar,4500,NA,0.7350239642815822,301.6865026729072,0.0219091084074332
RSV,w23y24ore,2024-06-03,Orebro,137000,NA,NA,NA,NA
RSV,w23y24osd,2024-06-03,Ostersund,54000,NA,NA,NA,NA
RSV,w23y24stb,2024-06-03,Stockholm-Bromma,375000,NA,0.3026368880523989,103.19675773076362,0.00723478065637498
RSV,w23y24stg,2024-06-03,Stockholm-Grodinge,345000,NA,0.3963346281618157,284.86465239428725,0.00882233844026144
RSV,w23y24sth,2024-06-03,Stockholm-Henriksdal,875000,NA,0.4099782373736409,124.68586137597067,0.00761471008286382
RSV,w23y24stk,2024-06-03,Stockholm-Kappala,500000,NA,0.4202912069084726,112.5707968583653,0.00776263451856007
RSV,w23y24ume,2024-06-03,Umea,109000,NA,NA,NA,NA
RSV,w23y24upc,2024-06-03,Uppsala,191000,NA,0.2086556097689647,52.18247388394836,0.00429347299108801
RSV,w23y24vas,2024-06-03,Vasteras,145000,NA,NA,NA,NA
SARS CoV-2,w23y24gav,2024-06-03,Gavle,89000,NA,171938.95250914097,74880379.76690228,2.673771325
SARS CoV-2,w23y24got,2024-06-03,Goteborg,800000,NA,123169.92021919903,14030285.612168962,2.288167033
SARS CoV-2,w23y24hel,2024-06-03,Helsingborg,149000,NA,194713.64411733084,56153324.07866917,2.244157745
SARS CoV-2,w23y24kal,2024-06-03,Kalmar,66000,NA,212061.95073065945,47623973.23833082,0.809456433
SARS CoV-2,w23y24ksd,2024-06-03,Karlstad,70000,NA,227865.0995113443,67708486.71194232,1.24783224
SARS CoV-2,w23y24lin,2024-06-03,Linkoping,154000,NA,151475.18780979334,40175350.94864292,1.552648717
SARS CoV-2,w23y24lul,2024-06-03,Lulea,70000,NA,271210.8934011171,101804820.50011078,3.189323498
SARS CoV-2,w23y24mal,2024-06-03,Malmo,356000,NA,232873.7296031885,58308703.67800284,0.912040898
SARS CoV-2,w23y24ohm,2024-06-03,Osthammar,4500,NA,147746.26936622584,60641635.44875981,1.559874488
SARS CoV-2,w23y24ore,2024-06-03,Orebro,137000,NA,169240.3784073463,45126649.80452818,1.105422576
SARS CoV-2,w23y24osd,2024-06-03,Ostersund,54000,NA,213165.95742653825,81551768.78657137,2.903506422
SARS CoV-2,w23y24stb,2024-06-03,Stockholm-Bromma,375000,NA,283044.088002656,96515769.65620166,1.901419855
SARS CoV-2,w23y24stg,2024-06-03,Stockholm-Grodinge,345000,NA,NA,NA,NA
SARS CoV-2,w23y24sth,2024-06-03,Stockholm-Henriksdal,875000,NA,202894.13122915852,61705786.34246153,1.33590543
SARS CoV-2,w23y24stk,2024-06-03,Stockholm-Kappala,500000,NA,299737.71366786567,80281749.22880115,1.551490645
SARS CoV-2,w23y24ume,2024-06-03,Umea,109000,NA,144045.37255387544,43517560.717423104,1.087554822
SARS CoV-2,w23y24upc,2024-06-03,Uppsala,191000,NA,261944.98332805603,65509560.3069699,1.469995648
SARS CoV-2,w23y24vas,2024-06-03,Vasteras,145000,NA,171476.94930201088,43617822.904179774,1.606642992
Influenza A virus,w24y24gav,2024-06-10,Gavle,89000,NA,0,0,0
Influenza A virus,w24y24got,2024-06-10,Goteborg,800000,NA,0,0,0
Influenza A virus,w24y24hel,2024-06-10,Helsingborg,149000,NA,0,0,0
Influenza A virus,w24y24kal,2024-06-10,Kalmar,66000,NA,0,0,0
Influenza A virus,w24y24ksd,2024-06-10,Karlstad,70000,NA,0,0,0
Influenza A virus,w24y24lin,2024-06-10,Linkoping,154000,NA,0,0,0
Influenza A virus,w24y24lul,2024-06-10,Lulea,70000,NA,0,0,0
Influenza A virus,w24y24mal,2024-06-10,Malmo,356000,NA,5000.571735088304,1244847.3844908169,0.027121883
Influenza A virus,w24y24mal,2024-06-10,Malmo,356000,NA,5442.3706617644,1930194.29200409,0.027121883
Influenza A virus,w24y24ohm,2024-06-10,Osthammar,4500,NA,0,0,0
Influenza A virus,w24y24ore,2024-06-10,Orebro,137000,NA,0,0,0
Influenza A virus,w24y24osd,2024-06-10,Ostersund,54000,NA,0,0,0
Influenza A virus,w24y24stb,2024-06-10,Stockholm-Bromma,375000,NA,0,0,0
Influenza A virus,w24y24stg,2024-06-10,Stockholm-Grodinge,345000,NA,0,0,0
Influenza A virus,w24y24sth,2024-06-10,Stockholm-Henriksdal,875000,NA,0,0,0
Influenza A virus,w24y24stk,2024-06-10,Stockholm-Kappala,500000,NA,0,0,0
Influenza A virus,w24y24ume,2024-06-10,Umea,109000,NA,0,0,0
Influenza A virus,w24y24upc,2024-06-10,Uppsala,191000,NA,0,0,0
Influenza A virus,w24y24vas,2024-06-10,Vasteras,145000,NA,0,0,0
Influenza B virus,w24y24gav,2024-06-10,Gavle,89000,NA,0,0,0
Influenza B virus,w24y24got,2024-06-10,Goteborg,800000,NA,0,0,0
Influenza B virus,w24y24hel,2024-06-10,Helsingborg,149000,NA,0,0,0
Influenza B virus,w24y24kal,2024-06-10,Kalmar,66000,NA,NA,NA,0.234458319
Influenza B virus,w24y24ksd,2024-06-10,Karlstad,70000,NA,0,0,0
Influenza B virus,w24y24lin,2024-06-10,Linkoping,154000,NA,0,0,0
Influenza B virus,w24y24lul,2024-06-10,Lulea,70000,NA,0,0,0
Influenza B virus,w24y24mal,2024-06-10,Malmo,356000,NA,34111.227910256006,8491683.570479264,0.114428554
Influenza B virus,w24y24mal,2024-06-10,Malmo,356000,NA,13917.579516537697,4936016.712361337,0.114428554
Influenza B virus,w24y24ohm,2024-06-10,Osthammar,4500,NA,0,0,0
Influenza B virus,w24y24ore,2024-06-10,Orebro,137000,NA,0,0,0
Influenza B virus,w24y24osd,2024-06-10,Ostersund,54000,NA,0,0,0
Influenza B virus,w24y24stb,2024-06-10,Stockholm-Bromma,375000,NA,0,0,0
Influenza B virus,w24y24stg,2024-06-10,Stockholm-Grodinge,345000,NA,132683.04379321492,38065034.615876056,0.838724122
Influenza B virus,w24y24sth,2024-06-10,Stockholm-Henriksdal,875000,NA,27413.23237554373,11368815.730785497,0.125776129
Influenza B virus,w24y24stk,2024-06-10,Stockholm-Kappala,500000,NA,0,0,0
Influenza B virus,w24y24ume,2024-06-10,Umea,109000,NA,31416.405965817165,8914765.47268555,0.597089264
Influenza B virus,w24y24upc,2024-06-10,Uppsala,191000,NA,69246.2532915315,17203524.665914934,0.735769602
Influenza B virus,w24y24vas,2024-06-10,Vasteras,145000,NA,0,0,0
RSV,w24y24gav,2024-06-10,Gavle,89000,NA,0.3700706984143315,136.51866483527337,0.0130195922995566
RSV,w24y24got,2024-06-10,Goteborg,800000,NA,0.3121156656714301,142.92400562426127,0.0138882824663733
RSV,w24y24hel,2024-06-10,Helsingborg,149000,NA,0.1468009684560527,43.13288320830557,0.00636546246951073
RSV,w24y24kal,2024-06-10,Kalmar,66000,NA,NA,NA,NA
RSV,w24y24ksd,2024-06-10,Karlstad,70000,NA,0.46615955261175945,160.95823409466038,0.0183960979583189
RSV,w24y24lin,2024-06-10,Linkoping,154000,NA,0.31905066468067694,107.72103448098572,0.0135173408896733
RSV,w24y24lul,2024-06-10,Lulea,70000,NA,NA,NA,NA
RSV,w24y24mal,2024-06-10,Malmo,356000,NA,0.4011648553205774,99.86638475583014,0.00551051069025413
RSV,w24y24ohm,2024-06-10,Osthammar,4500,NA,0.4405079695897545,131.760828237291,0.0201372212862541
RSV,w24y24ore,2024-06-10,Orebro,137000,NA,NA,NA,NA
RSV,w24y24osd,2024-06-10,Ostersund,54000,NA,NA,NA,NA
RSV,w24y24stb,2024-06-10,Stockholm-Bromma,375000,NA,NA,NA,NA
RSV,w24y24stg,2024-06-10,Stockholm-Grodinge,345000,NA,0.6919056266934837,198.4986994423601,0.0146513638959115
RSV,w24y24sth,2024-06-10,Stockholm-Henriksdal,875000,NA,NA,NA,NA
RSV,w24y24stk,2024-06-10,Stockholm-Kappala,500000,NA,0.4417266504679703,130.5249244934796,0.00800420834220807
RSV,w24y24ume,2024-06-10,Umea,109000,NA,0.12990249090440428,36.86132150158922,0.00955199337215647
RSV,w24y24upc,2024-06-10,Uppsala,191000,NA,NA,NA,NA
RSV,w24y24vas,2024-06-10,Vasteras,145000,NA,NA,NA,NA
SARS CoV-2,w24y24gav,2024-06-10,Gavle,89000,NA,232983.05678834193,85947187.87050384,3.477627718
SARS CoV-2,w24y24got,2024-06-10,Goteborg,800000,NA,185525.7113646786,84955933.74811362,3.060127851
SARS CoV-2,w24y24got,2024-06-10,Goteborg,800000,NA,195498.91620438697,88472246.69684196,3.060127851
SARS CoV-2,w24y24hel,2024-06-10,Helsingborg,149000,NA,216444.69206704377,63595517.94632959,2.999837178
SARS CoV-2,w24y24kal,2024-06-10,Kalmar,66000,NA,177964.8955874674,38329863.49660377,2.229927245
SARS CoV-2,w24y24ksd,2024-06-10,Karlstad,70000,NA,309794.31213967764,106967550.34880012,4.530305129
SARS CoV-2,w24y24ksd,2024-06-10,Karlstad,70000,NA,286805.1436415151,103124783.93777208,4.530305129
SARS CoV-2,w24y24lin,2024-06-10,Linkoping,154000,NA,185515.7037677687,62635642.9701632,2.8860265960000002
SARS CoV-2,w24y24lul,2024-06-10,Lulea,70000,NA,399870.1971747244,137709583.47558686,6.550697072
SARS CoV-2,w24y24mal,2024-06-10,Malmo,356000,NA,451583.8691521656,112417745.04458532,2.617134812
SARS CoV-2,w24y24mal,2024-06-10,Malmo,356000,NA,467060.8899665484,165648082.4000901,2.617134812
SARS CoV-2,w24y24ohm,2024-06-10,Osthammar,4500,NA,97325.03623899393,29110999.728374623,1.886842989
SARS CoV-2,w24y24ore,2024-06-10,Orebro,137000,NA,266881.58600170683,87595601.4317719,3.599511604
SARS CoV-2,w24y24osd,2024-06-10,Ostersund,54000,NA,143720.7560840691,75541226.29507653,4.001749231
SARS CoV-2,w24y24stb,2024-06-10,Stockholm-Bromma,375000,NA,238244.71936866132,90022196.6817649,3.411336444
SARS CoV-2,w24y24stg,2024-06-10,Stockholm-Grodinge,345000,NA,261659.9982009081,75066840.52734226,2.636128633
SARS CoV-2,w24y24sth,2024-06-10,Stockholm-Henriksdal,875000,NA,173598.3034502903,71994688.40690438,1.401690216
SARS CoV-2,w24y24stk,2024-06-10,Stockholm-Kappala,500000,NA,352437.9230921878,104141177.0186644,2.607522517
SARS CoV-2,w24y24ume,2024-06-10,Umea,109000,NA,181003.48379353256,51361814.25444002,3.312965354
SARS CoV-2,w24y24upc,2024-06-10,Uppsala,191000,NA,192917.1921374927,47928306.81313249,2.28648245
SARS CoV-2,w24y24vas,2024-06-10,Vasteras,145000,NA,251313.76472281033,80564260.1766234,4.662070246
Influenza A virus,w25y24gav,2024-06-17,Gavle,89000,NA,0,0,0
Influenza A virus,w25y24got,2024-06-17,Goteborg,800000,NA,0,0,0
Influenza A virus,w25y24hel,2024-06-17,Helsingborg,149000,NA,0,0,0
Influenza A virus,w25y24kal,2024-06-17,Kalmar,66000,NA,0,0,0
Influenza A virus,w25y24ksd,2024-06-17,Karlstad,70000,NA,0,0,0
Influenza A virus,w25y24lin,2024-06-17,Linkoping,154000,NA,0,0,0
Influenza A virus,w25y24lul,2024-06-17,Lulea,70000,NA,0,0,0
Influenza A virus,w25y24mal,2024-06-17,Malmo,356000,NA,NA,NA,NA
Influenza A virus,w25y24ohm,2024-06-17,Osthammar,4500,NA,NA,NA,NA
Influenza A virus,w25y24ore,2024-06-17,Orebro,137000,NA,0,0,0
Influenza A virus,w25y24osd,2024-06-17,Ostersund,54000,NA,0,0,0
Influenza A virus,w25y24stb,2024-06-17,Stockholm-Bromma,375000,NA,0,0,0
Influenza A virus,w25y24stg,2024-06-17,Stockholm-Grodinge,345000,NA,0,0,0
Influenza A virus,w25y24sth,2024-06-17,Stockholm-Henriksdal,875000,NA,0,0,0
Influenza A virus,w25y24stk,2024-06-17,Stockholm-Kappala,500000,NA,20715.74566407988,6550815.956877996,0.056394
Influenza A virus,w25y24ume,2024-06-17,Umea,109000,NA,0,0,0
Influenza A virus,w25y24upc,2024-06-17,Uppsala,191000,NA,0,0,0
Influenza A virus,w25y24vas,2024-06-17,Vasteras,145000,NA,0,0,0
Influenza B virus,w25y24gav,2024-06-17,Gavle,89000,NA,0,0,0
Influenza B virus,w25y24got,2024-06-17,Goteborg,800000,NA,NA,NA,NA
Influenza B virus,w25y24hel,2024-06-17,Helsingborg,149000,NA,0,0,0
Influenza B virus,w25y24kal,2024-06-17,Kalmar,66000,NA,NA,NA,NA
Influenza B virus,w25y24ksd,2024-06-17,Karlstad,70000,NA,0,0,0
Influenza B virus,w25y24lin,2024-06-17,Linkoping,154000,NA,0,0,0
Influenza B virus,w25y24lul,2024-06-17,Lulea,70000,NA,0,0,0
Influenza B virus,w25y24mal,2024-06-17,Malmo,356000,NA,74353.61046584239,21530173.97435776,0.154458
Influenza B virus,w25y24ohm,2024-06-17,Osthammar,4500,NA,0,0,0
Influenza B virus,w25y24ore,2024-06-17,Orebro,137000,NA,0,0,0
Influenza B virus,w25y24osd,2024-06-17,Ostersund,54000,NA,0,0,0
Influenza B virus,w25y24stb,2024-06-17,Stockholm-Bromma,375000,NA,0,0,0
Influenza B virus,w25y24stg,2024-06-17,Stockholm-Grodinge,345000,NA,0,0,0
Influenza B virus,w25y24sth,2024-06-17,Stockholm-Henriksdal,875000,NA,0,0,0
Influenza B virus,w25y24stk,2024-06-17,Stockholm-Kappala,500000,NA,NA,NA,NA
Influenza B virus,w25y24ume,2024-06-17,Umea,109000,NA,108050.26733647402,29698954.214685887,0.386213
Influenza B virus,w25y24upc,2024-06-17,Uppsala,191000,NA,NA,NA,NA
Influenza B virus,w25y24vas,2024-06-17,Vasteras,145000,NA,0,0,0
RSV,w25y24gav,2024-06-17,Gavle,89000,NA,NA,NA,NA
RSV,w25y24got,2024-06-17,Goteborg,800000,NA,0.4350179035083028,178.53134759980745,0.0160271418651499
RSV,w25y24hel,2024-06-17,Helsingborg,149000,NA,NA,NA,NA
RSV,w25y24kal,2024-06-17,Kalmar,66000,NA,NA,NA,NA
RSV,w25y24ksd,2024-06-17,Karlstad,70000,NA,NA,NA,NA
RSV,w25y24lin,2024-06-17,Linkoping,154000,NA,0.6540733248563201,212.81298551436151,0.0244916974325481
RSV,w25y24lul,2024-06-17,Lulea,70000,NA,NA,NA,NA
RSV,w25y24mal,2024-06-17,Malmo,356000,NA,0.23262348525879495,67.35952802781708,0.00703282902863399
RSV,w25y24ohm,2024-06-17,Osthammar,4500,NA,NA,NA,NA
RSV,w25y24ore,2024-06-17,Orebro,137000,NA,NA,NA,NA
RSV,w25y24osd,2024-06-17,Ostersund,54000,NA,0.30608206932351173,128.27136113904965,0.0127324849640973
RSV,w25y24stb,2024-06-17,Stockholm-Bromma,375000,NA,NA,NA,NA
RSV,w25y24stg,2024-06-17,Stockholm-Grodinge,345000,NA,0.7937510967566419,179.56720463670257,0.0115326871208422
RSV,w25y24sth,2024-06-17,Stockholm-Henriksdal,875000,NA,0.5262314814354195,227.072191980124,0.0117484226236335
RSV,w25y24stk,2024-06-17,Stockholm-Kappala,500000,NA,0.9282470256918156,293.53398745236865,0.0151180183715879
RSV,w25y24ume,2024-06-17,Umea,109000,NA,0.6302104429174394,173.22114559455494,0.0244797954942929
RSV,w25y24upc,2024-06-17,Uppsala,191000,NA,NA,NA,NA
RSV,w25y24vas,2024-06-17,Vasteras,145000,NA,NA,NA,NA
SARS CoV-2,w25y24gav,2024-06-17,Gavle,89000,NA,366108.438016861,118569770.982,2.699070733
SARS CoV-2,w25y24got,2024-06-17,Goteborg,800000,NA,486633.7173049608,199714477.5819559,3.754415019
SARS CoV-2,w25y24hel,2024-06-17,Helsingborg,149000,NA,420546.8452615695,120284865.13095509,2.983275461
SARS CoV-2,w25y24kal,2024-06-17,Kalmar,66000,NA,484198.1611589712,109957000.59773728,2.589570141
SARS CoV-2,w25y24ksd,2024-06-17,Karlstad,70000,NA,232852.21353095013,71552158.75786768,1.430576658
SARS CoV-2,w25y24lin,2024-06-17,Linkoping,154000,NA,397127.9053593372,129211774.8253233,4.09244196
SARS CoV-2,w25y24lul,2024-06-17,Lulea,70000,NA,548140.7961027732,180220863.1757903,5.211037966
SARS CoV-2,w25y24mal,2024-06-17,Malmo,356000,NA,576851.8590099883,167035881.70237258,3.041499039
SARS CoV-2,w25y24ohm,2024-06-17,Osthammar,4500,NA,285452.81049532746,68381806.6031029,2.142592817
SARS CoV-2,w25y24ore,2024-06-17,Orebro,137000,NA,467403.0725540891,144110261.20207828,2.779312608
SARS CoV-2,w25y24osd,2024-06-17,Ostersund,54000,NA,397226.6610805971,166467786.27098817,3.994867248
SARS CoV-2,w25y24stb,2024-06-17,Stockholm-Bromma,375000,NA,575635.4065133588,352786217.7774031,3.07812998
SARS CoV-2,w25y24stg,2024-06-17,Stockholm-Grodinge,345000,NA,675060.5799046243,152716313.45042354,2.489031263
SARS CoV-2,w25y24sth,2024-06-17,Stockholm-Henriksdal,875000,NA,502504.8912881119,216834019.19299412,2.395299143
SARS CoV-2,w25y24stk,2024-06-17,Stockholm-Kappala,500000,NA,703019.7118196522,222311705.35045773,3.066804985
SARS CoV-2,w25y24ume,2024-06-17,Umea,109000,NA,446627.0517936369,122760976.80492994,4.006757387
SARS CoV-2,w25y24upc,2024-06-17,Uppsala,191000,NA,396542.3391365505,99058767.6817918,1.928448499
SARS CoV-2,w25y24vas,2024-06-17,Vasteras,145000,NA,468324.4992938174,116499756.4795034,3.142192422
Influenza A virus,w26y24gav,2024-06-24,Gavle,89000,NA,0,0,0
Influenza A virus,w26y24got,2024-06-24,Goteborg,800000,NA,0,0,0
Influenza A virus,w26y24hel,2024-06-24,Helsingborg,149000,NA,0,0,0
Influenza A virus,w26y24kal,2024-06-24,Kalmar,66000,NA,NA,NA,NA
Influenza A virus,w26y24ksd,2024-06-24,Karlstad,70000,NA,0,0,0
Influenza A virus,w26y24lin,2024-06-24,Linkoping,154000,NA,0,0,0
Influenza A virus,w26y24lul,2024-06-24,Lulea,70000,NA,0,0,0
Influenza A virus,w26y24mal,2024-06-24,Malmo,356000,NA,14012.103399842314,3267221.042464917,0.068232576
Influenza A virus,w26y24ohm,2024-06-24,Osthammar,4500,NA,0,0,0
Influenza A virus,w26y24ore,2024-06-24,Orebro,137000,NA,0,0,0
Influenza A virus,w26y24osd,2024-06-24,Ostersund,54000,NA,0,0,0
Influenza A virus,w26y24stb,2024-06-24,Stockholm-Bromma,375000,NA,4416.264529621136,1231183.8906258987,0.0213702
Influenza A virus,w26y24stg,2024-06-24,Stockholm-Grodinge,345000,NA,17725.964112582114,4482356.838207721,0.04394636
Influenza A virus,w26y24sth,2024-06-24,Stockholm-Henriksdal,875000,NA,11081.219379778726,3140328.922474253,0.062301602
Influenza A virus,w26y24stk,2024-06-24,Stockholm-Kappala,500000,NA,9088.51890086405,2167284.5711756446,0.08193456
Influenza A virus,w26y24ume,2024-06-24,Umea,109000,NA,0,0,0
Influenza A virus,w26y24upc,2024-06-24,Uppsala,191000,NA,0,0,0
Influenza A virus,w26y24vas,2024-06-24,Vasteras,145000,NA,0,0,0
Influenza B virus,w26y24gav,2024-06-24,Gavle,89000,NA,0,0,0
Influenza B virus,w26y24got,2024-06-24,Goteborg,800000,NA,41201.080594597595,13126664.277438791,0.276864582
Influenza B virus,w26y24hel,2024-06-24,Helsingborg,149000,NA,0,0,0
Influenza B virus,w26y24kal,2024-06-24,Kalmar,66000,NA,NA,NA,NA
Influenza B virus,w26y24ksd,2024-06-24,Karlstad,70000,NA,0,0,0
Influenza B virus,w26y24lin,2024-06-24,Linkoping,154000,NA,0,0,0
Influenza B virus,w26y24lul,2024-06-24,Lulea,70000,NA,0,0,0
Influenza B virus,w26y24mal,2024-06-24,Malmo,356000,NA,11298.20878156016,2634418.5751363123,0.047840769
Influenza B virus,w26y24ohm,2024-06-24,Osthammar,4500,NA,0,0,0
Influenza B virus,w26y24ore,2024-06-24,Orebro,137000,NA,0,0,0
Influenza B virus,w26y24osd,2024-06-24,Ostersund,54000,NA,0,0,0
Influenza B virus,w26y24stb,2024-06-24,Stockholm-Bromma,375000,NA,0,0,0
Influenza B virus,w26y24stg,2024-06-24,Stockholm-Grodinge,345000,NA,31177.699177027356,7883891.235373527,0.133087477
Influenza B virus,w26y24sth,2024-06-24,Stockholm-Henriksdal,875000,NA,0,0,0
Influenza B virus,w26y24stk,2024-06-24,Stockholm-Kappala,500000,NA,12013.684914235557,2864831.3593882676,0.085566202
Influenza B virus,w26y24ume,2024-06-24,Umea,109000,NA,34228.70248015304,8591718.34731181,0.13759352
Influenza B virus,w26y24upc,2024-06-24,Uppsala,191000,NA,17000.696298601026,4162767.35336635,0.207157266
Influenza B virus,w26y24vas,2024-06-24,Vasteras,145000,NA,0,0,0
RSV,w26y24gav,2024-06-24,Gavle,89000,NA,1.2857469526364484,382.7769804163521,0.0338587826852664
RSV,w26y24got,2024-06-24,Goteborg,800000,NA,0.8284874391612727,263.95609811678145,0.023032352599702
RSV,w26y24hel,2024-06-24,Helsingborg,149000,NA,0.31910179528274035,154.42599431176214,0.0485054966870431
RSV,w26y24kal,2024-06-24,Kalmar,66000,NA,NA,NA,NA
RSV,w26y24ksd,2024-06-24,Karlstad,70000,NA,0.3568015576762072,94.80727103967791,0.0118029277223783
RSV,w26y24lin,2024-06-24,Linkoping,154000,NA,0.3220561463069539,86.77949251398285,0.0121592160191183
RSV,w26y24lul,2024-06-24,Lulea,70000,NA,0.6229105811954881,181.76530759284344,0.0250290796443272
RSV,w26y24mal,2024-06-24,Malmo,356000,NA,0.3276043759054933,76.38795404364913,0.0141952033139069
RSV,w26y24ohm,2024-06-24,Osthammar,4500,NA,0.8623224923813291,192.9686110728885,0.0501881418198426
RSV,w26y24ore,2024-06-24,Orebro,137000,NA,0.9152816458796968,179.6490763336135,0.0254824065431191
RSV,w26y24osd,2024-06-24,Ostersund,54000,NA,NA,NA,NA
RSV,w26y24stb,2024-06-24,Stockholm-Bromma,375000,NA,NA,NA,NA
RSV,w26y24stg,2024-06-24,Stockholm-Grodinge,345000,NA,0.21077712177416089,53.29911914080521,0.00549031861740212
RSV,w26y24sth,2024-06-24,Stockholm-Henriksdal,875000,NA,0.8227471581096649,233.15996263101417,0.0162203572164533
RSV,w26y24stk,2024-06-24,Stockholm-Kappala,500000,NA,0.21733368978684264,51.82626100132964,0.00515859102562443
RSV,w26y24ume,2024-06-24,Umea,109000,NA,NA,NA,NA
RSV,w26y24upc,2024-06-24,Uppsala,191000,NA,NA,NA,NA
RSV,w26y24vas,2024-06-24,Vasteras,145000,NA,0.45718346289737893,109.99518818371008,0.0128876503302586
SARS CoV-2,w26y24gav,2024-06-24,Gavle,89000,NA,574014.011330721,170888485.8900987,4.616640427
SARS CoV-2,w26y24got,2024-06-24,Goteborg,800000,NA,545586.1541710056,173823748.71888238,3.91219433
SARS CoV-2,w26y24hel,2024-06-24,Helsingborg,149000,NA,286867.8967241851,138826734.42342827,8.682579941
SARS CoV-2,w26y24kal,2024-06-24,Kalmar,66000,NA,NA,NA,NA
SARS CoV-2,w26y24ksd,2024-06-24,Karlstad,70000,NA,327439.10034732975,87005246.66371904,1.863703654
SARS CoV-2,w26y24lin,2024-06-24,Linkoping,154000,NA,1225312.9676521942,330166148.73828214,9.39142812
SARS CoV-2,w26y24lul,2024-06-24,Lulea,70000,NA,579043.7544822638,168964967.55792457,5.324316115
SARS CoV-2,w26y24mal,2024-06-24,Malmo,356000,NA,519809.7579601419,121204742.13065568,3.317587539
SARS CoV-2,w26y24ohm,2024-06-24,Osthammar,4500,NA,320023.1033794257,71614058.91179593,4.920102771
SARS CoV-2,w26y24ore,2024-06-24,Orebro,137000,NA,285199.2703921983,55978163.36384096,2.244389903
SARS CoV-2,w26y24osd,2024-06-24,Ostersund,54000,NA,531528.1814447881,222750203.788071,9.40868779
SARS CoV-2,w26y24stb,2024-06-24,Stockholm-Bromma,375000,NA,658789.4117203944,183659947.35705844,3.327131734
SARS CoV-2,w26y24stg,2024-06-24,Stockholm-Grodinge,345000,NA,515983.7258072455,130476580.4041278,2.335886942
SARS CoV-2,w26y24sth,2024-06-24,Stockholm-Henriksdal,875000,NA,586261.760966728,166141892.96388295,3.001787502
SARS CoV-2,w26y24stk,2024-06-24,Stockholm-Kappala,500000,NA,642476.4164086664,153207496.1624762,2.677554138
SARS CoV-2,w26y24ume,2024-06-24,Umea,109000,NA,499544.8260594248,125390334.32097122,4.257383022
SARS CoV-2,w26y24upc,2024-06-24,Uppsala,191000,NA,376743.8710401872,92248991.4178402,3.068844559
SARS CoV-2,w26y24vas,2024-06-24,Vasteras,145000,NA,193174.40402036137,46476429.37002984,1.045372968
