time,rna_copies,label
2025-01-20,2903630290897.6396,FluA
2025-01-27,3046403720173.653,FluA
2025-02-03,2357418508006.1064,FluA
2025-02-10,1938690501246.05,FluA
2025-02-17,1442383548661.0,FluA
2025-02-24,1226832460343.8787,FluA
2025-03-03,1049350592871.274,FluA
2025-03-10,490373193873.215,FluA
2025-03-17,352524762337.86865,FluA
2025-03-24,271589894193.64798,FluA
2025-03-31,248901087085.75266,FluA
2025-04-07,217857569977.54996,FluA
2025-04-14,139378690813.7335,FluA
2025-04-21,157216906412.80786,FluA
2025-04-28,73595167204.01488,FluA
2025-05-05,50515249816.630005,FluA
2025-05-12,0.0,FluA
2025-05-19,0.0,FluA
2025-05-26,20742221476.17037,FluA
2025-06-02,20742221476.17037,FluA
2025-06-09,20742221476.17037,FluA
2025-06-16,0.0,FluA
2025-06-23,0.0,FluA
