time,rna_copies,label
2020-04-06,,SARS
2020-04-13,,SARS
2020-04-20,,SARS
2020-04-27,,SARS
2020-05-04,,SARS
2020-05-11,,SARS
2020-05-18,-0.04946219418753469,SARS
2020-05-25,-0.02341313864029969,SARS
2020-06-01,-0.008893324600628616,SARS
2020-06-08,-0.010363406878961904,SARS
2020-06-15,-0.010855878166966466,SARS
2020-06-22,-0.01306557866258649,SARS
2020-06-29,-0.0017204254050494211,SARS
2020-07-06,0.007181974616999362,SARS
2020-07-13,0.01711314559167787,SARS
2020-07-20,0.020680326197627868,SARS
2020-07-27,0.015891464309174378,SARS
2020-08-03,0.011682673604017355,SARS
2020-08-10,0.008881011137588124,SARS
2020-08-17,0.029852487971691252,SARS
2020-08-24,0.005150143480785504,SARS
2020-08-31,-0.006676214438475991,SARS
2020-09-07,-0.01585999609694408,SARS
2020-09-14,-0.016809301919652405,SARS
2020-09-21,-0.023283028479810623,SARS
2020-09-28,-0.012299599383554922,SARS
2020-10-05,0.019645179735532297,SARS
2020-10-12,0.01838277754230181,SARS
2020-10-19,0.047145014636157466,SARS
2020-10-26,0.25360941127014924,SARS
2020-11-02,0.42678056730076874,SARS
2020-11-09,0.48774327624539493,SARS
2020-11-16,0.4536375865775256,SARS
2020-11-23,0.337560979491527,SARS
2020-11-30,0.08324976479575491,SARS
2020-12-07,-0.19699312156880716,SARS
2020-12-14,-0.33284979528744807,SARS
2020-12-21,-0.32356773067439787,SARS
2020-12-28,-0.33708009402560135,SARS
2021-01-04,-0.2946647628088705,SARS
2021-01-04,-0.19849083963416916,SARS
2021-01-11,-0.12339279659582611,SARS
2021-01-18,-0.060857914186402254,SARS
2021-01-25,-0.06886402682547525,SARS
2021-02-01,-0.01862096052083456,SARS
2021-02-08,-0.036829380086532484,SARS
2021-02-15,-0.026465696503237112,SARS
2021-02-22,0.005324118026545591,SARS
2021-03-01,0.013777699466654166,SARS
2021-03-08,0.009485988019813669,SARS
2021-03-15,0.02600194508178757,SARS
2021-03-22,0.016436217140580713,SARS
2021-03-29,-0.013156278080259239,SARS
2021-04-05,-0.03517430841300169,SARS
2021-04-12,-0.02497641738751709,SARS
2021-04-19,-0.043927302287572585,SARS
2021-04-26,-0.04867699045064179,SARS
2021-05-03,-0.02876440550272682,SARS
2021-05-10,-0.02205370608605064,SARS
2021-05-17,-0.013349913804755408,SARS
2021-05-24,-0.019038229421463278,SARS
2021-05-31,-0.018949613051688432,SARS
2021-06-07,-0.014037654686793166,SARS
2021-06-14,-0.009296720626501902,SARS
2021-06-21,-0.01140084490351131,SARS
2021-06-28,0.027970106233624215,SARS
2021-07-05,0.051931563049470914,SARS
2021-07-12,0.07152008230298333,SARS
2021-07-19,0.03959606616773472,SARS
2021-07-26,0.013807590840027625,SARS
2021-08-02,-0.007275402890229836,SARS
2021-08-09,-0.049354433887363575,SARS
2021-08-16,-0.01911337081049738,SARS
2021-08-23,-0.02241902506976282,SARS
2021-08-30,0.0024046130638237214,SARS
2021-09-06,-0.013732307136457787,SARS
2021-09-13,0.025354955319759044,SARS
2021-09-20,0.011708450258743173,SARS
2021-09-27,0.02561650195700889,SARS
2021-10-04,0.04024482534579438,SARS
2021-10-11,0.01903623848314279,SARS
2021-10-18,0.03398261109153609,SARS
2021-10-25,0.027622101131464925,SARS
2021-11-01,0.042445902802755855,SARS
2021-11-08,0.007064314456699,SARS
2021-11-15,0.08946203711049222,SARS
2021-11-22,0.1098817723280902,SARS
2021-11-29,0.17904722651182378,SARS
2021-12-06,0.20347697721721375,SARS
2021-12-13,0.22823280276461197,SARS
2021-12-20,0.2621004710520953,SARS
2021-12-27,0.230903283533356,SARS
2022-01-03,0.3146500690966332,SARS
2022-01-10,0.21285759115241254,SARS
2022-01-17,0.3499019068911314,SARS
2022-01-24,0.35282972497549137,SARS
2022-01-31,-0.0038195621259394168,SARS
2022-02-07,-0.22195370875790343,SARS
2022-02-14,-0.43805703809072477,SARS
2022-02-21,-0.5251644143685902,SARS
2022-02-28,-0.6328308103694842,SARS
2022-03-07,-0.43951921372336517,SARS
2022-03-14,-0.03125292149959608,SARS
2022-03-21,0.02436468085598756,SARS
2022-03-28,0.28353432867059053,SARS
2022-04-04,0.2750038304340706,SARS
2022-04-11,0.19065421077061337,SARS
2022-04-18,-0.021411499641814314,SARS
2022-04-25,-0.20122727291138956,SARS
2022-05-02,-0.2454247663165078,SARS
2022-05-09,-0.3456894140292286,SARS
2022-05-16,-0.16986153732106204,SARS
2022-05-23,-0.1178123360652058,SARS
2022-05-30,0.07245255503645083,SARS
2022-06-06,0.04923018013023321,SARS
2022-06-13,0.15925570773932768,SARS
2022-06-20,0.2973214806117747,SARS
2022-06-27,0.29869903184160523,SARS
2022-07-04,0.30852058314512826,SARS
2022-07-11,0.21145778095231266,SARS
2022-07-18,0.1563150481482019,SARS
2022-07-25,-0.13806720930460145,SARS
2022-08-01,-0.2819539466675125,SARS
2022-08-08,-0.36386159664075146,SARS
2022-08-15,-0.37069755539276655,SARS
2022-08-22,-0.31471589546698825,SARS
2022-08-29,-0.2050100693170907,SARS
2022-09-05,-0.07574955933850407,SARS
2022-09-12,-0.031886276319423916,SARS
2022-09-19,0.0017978861667273943,SARS
2022-09-26,0.004286034902423859,SARS
2022-10-03,0.06701308593821154,SARS
2022-10-10,0.2535164543191759,SARS
2022-10-17,0.264458112446717,SARS
2022-10-24,0.2275130597055695,SARS
2022-10-31,0.10013019083100348,SARS
2022-11-07,-0.013136517797979412,SARS
2022-11-14,-0.1251837513792233,SARS
