time,rna_copies,label
2021-11-01,-6.725187656350235e-05,FluB
2021-11-08,-6.725187656350235e-05,FluB
2021-11-15,-6.725187656350235e-05,FluB
2021-11-22,-6.725187656350235e-05,FluB
2021-11-29,-6.725187656350235e-05,FluB
2021-12-06,-6.725187656350235e-05,FluB
2021-12-13,-6.725187656350235e-05,FluB
2021-12-20,-6.725187656350235e-05,FluB
2021-12-27,-6.725187656350235e-05,FluB
2022-01-03,-6.725187656350235e-05,FluB
2022-01-10,-6.725187656350235e-05,FluB
2022-01-17,-6.725187656350235e-05,FluB
2022-01-24,-6.725187656350235e-05,FluB
2022-01-31,-6.725187656350235e-05,FluB
2022-02-07,-6.725187656350235e-05,FluB
2022-02-14,-6.725187656350235e-05,FluB
2022-02-21,-6.725187656350235e-05,FluB
2022-02-28,-6.725187656350235e-05,FluB
2022-03-07,-6.725187656350235e-05,FluB
2022-03-14,-6.725187656350235e-05,FluB
2022-03-21,-6.725187656350235e-05,FluB
2022-03-28,-6.725187656350235e-05,FluB
2022-04-04,-6.725187656350235e-05,FluB
2022-04-11,-6.725187656350235e-05,FluB
2022-04-18,-6.725187656350235e-05,FluB
2022-04-25,-6.725187656350235e-05,FluB
2022-05-02,-6.725187656350235e-05,FluB
2022-05-09,-6.725187656350235e-05,FluB
2022-05-16,-6.725187656350235e-05,FluB
2022-05-23,-6.725187656350235e-05,FluB
2022-05-30,-6.725187656350235e-05,FluB
2022-06-06,-6.725187656350235e-05,FluB
2022-06-13,-6.725187656350235e-05,FluB
2022-06-20,-6.725187656350235e-05,FluB
2022-06-27,-6.725187656350235e-05,FluB
2022-07-04,-6.725187656350235e-05,FluB
2022-07-11,-6.725187656350235e-05,FluB
2022-07-18,-6.725187656350235e-05,FluB
2022-07-25,-6.725187656350235e-05,FluB
2022-08-01,-6.725187656350235e-05,FluB
2022-08-08,-6.725187656350235e-05,FluB
2022-08-15,-6.725187656350235e-05,FluB
2022-08-22,-6.725187656350235e-05,FluB
2022-08-29,-6.725187656350235e-05,FluB
2022-09-05,-6.725187656350235e-05,FluB
2022-09-12,-6.725187656350235e-05,FluB
2022-09-19,-6.725187656350235e-05,FluB
2022-09-26,-6.725187656350235e-05,FluB
2022-10-03,-6.725187656350235e-05,FluB
2022-10-10,-6.725187656350235e-05,FluB
2022-10-17,-6.725187656350235e-05,FluB
2022-10-24,-6.725187656350235e-05,FluB
2022-10-31,-6.725187656350235e-05,FluB
2022-11-07,-6.725187656350235e-05,FluB
